虫 口 0.577 西 0.408 史 0.408 束 0.333 央 0.333 中 0.333 吏 0.289 事 0.289 幾 0.236 齢 0.000
擬 疑 0.949 凝 0.900 知 0.717 族 0.671 侯 0.671 候 0.632 矯 0.600 歓 0.600 権 0.600 勧 0.600
息 臭 0.750 憩 0.707 憂 0.707 鼻 0.671 夏 0.612 首 0.530 窮 0.500 省 0.500 想 0.500 惑 0.500
揮 陣 0.676 軸 0.676 軟 0.676 軒 0.676 軌 0.676 轄 0.571 軽 0.571 転 0.571 輝 0.570 挿 0.567
仰 柳 0.800 抑 0.800 卵 0.800 仏 0.632 伝 0.447 偶 0.400 後 0.365 却 0.365 俊 0.365 脚 0.338
詳 議 0.745 祥 0.671 洋 0.671 評 0.600 群 0.596 繕 0.566 様 0.548 談 0.516 語 0.516 詔 0.516
極 朽 0.756 誇 0.571 味 0.567 双 0.567 汚 0.507 巧 0.507 検 0.463 別 0.436 標 0.401 頼 0.378
幻 滋 0.612 幼 0.577 組 0.567 磁 0.567 給 0.530 結 0.530 編 0.500 継 0.500 経 0.500 町 0.500
出 両 0.408 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麦 0.000 麗 0.000
対 離 0.436 耐 0.408 村 0.408 刈 0.408 討 0.333 航 0.333 抗 0.333 忙 0.333 付 0.333 附 0.289
暁 焼 0.857 陸 0.571 輝 0.570 境 0.570 陵 0.535 措 0.507 惜 0.507 借 0.507 読 0.504 洗 0.504
最 晶 0.500 隻 0.354 是 0.354 星 0.354 旨 0.354 冒 0.354 撃 0.333 聖 0.289 盟 0.289 昆 0.289
掃 帰 0.800 婦 0.800 滞 0.507 浸 0.447 侵 0.447 探 0.400 揮 0.338 推 0.316 挑 0.316 把 0.316
誉 挙 0.707 呉 0.632 碁 0.535 尚 0.530 具 0.530 言 0.500 蛍 0.500 興 0.500 堂 0.500 営 0.500
型 志 0.612 吉 0.612 走 0.548 至 0.548 寺 0.548 壱 0.548 告 0.548 去 0.548 荘 0.500 茎 0.500
弐 疾 0.436 医 0.436 痴 0.408 向 0.333 迫 0.289 武 0.289 式 0.289 途 0.258 透 0.258 痢 0.258
斗 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麦 0.000 麗 0.000 鶏 0.000
辛 宰 0.926 幸 0.866 立 0.816 壁 0.775 音 0.730 翌 0.730 章 0.722 童 0.680 意 0.667 竜 0.617
貝 買 0.866 貫 0.866 貢 0.866 員 0.866 資 0.775 賀 0.775 貸 0.775 責 0.775 貧 0.775 負 0.775
眠 損 0.447 謝 0.378 噴 0.378 賠 0.354 眺 0.354 如 0.354 唱 0.354 唯 0.354 吹 0.354 叫 0.354
縦 従 0.798 係 0.684 縮 0.636 網 0.636 滋 0.615 後 0.615 綱 0.609 継 0.603 繕 0.572 織 0.572
堪 勘 0.717 塊 0.600 陸 0.598 境 0.572 封 0.566 坊 0.566 地 0.566 陵 0.559 読 0.527 洗 0.527
効 郊 0.833 校 0.833 較 0.680 絞 0.680 醸 0.408 嬢 0.408 譲 0.387 壌 0.369 湾 0.365 劾 0.309
摂 渋 0.500 撮 0.447 次 0.354 推 0.354 挑 0.354 把 0.354 払 0.354 恥 0.354 准 0.354 携 0.289
情 清 0.750 晴 0.750 請 0.671 精 0.612 愉 0.612 惰 0.612 能 0.500 婿 0.500 静 0.452 随 0.408
埋 理 0.772 封 0.730 坊 0.730 地 0.730 増 0.722 動 0.680 掛 0.667 塚 0.667 堤 0.667 坑 0.667
界 介 0.913 卑 0.408 斎 0.387 鼻 0.365 年 0.365 鬼 0.333 弟 0.333 否 0.333 食 0.309 費 0.309
量 黒 0.714 裏 0.714 墨 0.714 薫 0.630 童 0.630 塁 0.617 黙 0.598 勲 0.598 暑 0.571 墾 0.571
奔 器 0.577 替 0.500 奮 0.500 奪 0.500 参 0.447 賛 0.408 笑 0.408 寮 0.408 型 0.408 墓 0.378
旗 欺 0.772 棋 0.772 期 0.772 誤 0.463 娯 0.463 旋 0.436 施 0.436 慎 0.401 爆 0.378 旅 0.378
拙 掘 0.775 推 0.408 挑 0.408 把 0.408 払 0.408 堀 0.408 仙 0.408 揺 0.385 携 0.333 提 0.333
荘 装 0.722 茎 0.667 墓 0.617 志 0.612 吉 0.612 著 0.577 走 0.548 至 0.548 寺 0.548 壱 0.548
浜 祈 0.717 析 0.717 折 0.717 所 0.671 漸 0.639 訴 0.600 新 0.600 断 0.600 貯 0.478 町 0.474
詞 嗣 0.833 伺 0.833 訂 0.730 河 0.730 歌 0.730 何 0.730 飼 0.722 崎 0.667 騎 0.617 誠 0.577
口 西 0.707 史 0.707 虫 0.577 束 0.577 央 0.577 中 0.577 吏 0.500 事 0.500 齢 0.000 鼻 0.000
巧 朽 0.671 汚 0.600 攻 0.516 功 0.516 誇 0.507 極 0.507 項 0.474 拷 0.447 陽 0.365 試 0.365
敬 拘 0.671 別 0.516 故 0.447 護 0.400 謹 0.400 諾 0.400 砲 0.400 勤 0.400 散 0.365 搭 0.365
陶 許 0.507 卸 0.463 御 0.401 邦 0.338 階 0.309 陽 0.309 陥 0.309 的 0.309 郡 0.286 徴 0.286
卸 御 0.866 許 0.548 陶 0.463 雌 0.408 疎 0.333 渉 0.333 征 0.333 践 0.309 跳 0.309 賦 0.309
翻 羽 0.577 畑 0.408 猫 0.333 油 0.333 抽 0.333 釈 0.289 略 0.289 町 0.289 棟 0.289 描 0.289
遺 遣 0.571 題 0.401 過 0.378 速 0.378 目 0.378 避 0.359 適 0.359 述 0.338 違 0.309 造 0.309
姿 盗 0.667 欠 0.577 資 0.516 怒 0.333 宴 0.333 安 0.333 妄 0.333 努 0.333 要 0.289 案 0.289
者 老 0.772 孝 0.714 考 0.668 造 0.617 載 0.571 圧 0.567 在 0.507 起 0.463 赴 0.463 廷 0.463
了 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麦 0.000 麗 0.000 鶏 0.000
看 直 0.600 摩 0.596 目 0.447 圧 0.447 在 0.400 造 0.365 起 0.365 赴 0.365 老 0.365 盾 0.365
名 多 0.577 言 0.408 品 0.408 呈 0.408 台 0.408 召 0.408 足 0.333 衷 0.333 舞 0.333 聖 0.333
徐 除 0.676 斜 0.676 叙 0.676 仁 0.535 役 0.507 復 0.463 後 0.463 征 0.463 往 0.463 彼 0.463
粒 泣 0.730 暗 0.730 位 0.730 親 0.680 陪 0.667 部 0.667 粗 0.667 接 0.667 剖 0.667 倍 0.667
堕 墜 0.535 志 0.530 吉 0.530 走 0.474 至 0.474 肩 0.474 寺 0.474 壱 0.474 告 0.474 去 0.474
暖 援 0.900 緩 0.822 授 0.632 稲 0.600 浮 0.598 隠 0.559 採 0.559 彩 0.559 将 0.559 乳 0.559
掘 拙 0.775 堀 0.632 択 0.447 据 0.365 握 0.316 推 0.316 挑 0.316 把 0.316 払 0.316 仙 0.316
語 談 0.667 詔 0.667 詐 0.667 訪 0.667 記 0.667 託 0.667 訓 0.667 討 0.667 計 0.667 悟 0.667
麦 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麗 0.000 鶏 0.000 鳴 0.000
末 本 0.667 未 0.667 来 0.577 木 0.577 一 0.577 朱 0.516 互 0.408 粛 0.365 米 0.333 正 0.333
搭 拾 0.913 塔 0.722 捨 0.617 吟 0.612 給 0.577 措 0.548 険 0.500 論 0.500 検 0.500 創 0.500
薬 楽 0.935 香 0.530 習 0.530 皇 0.530 菌 0.474 皆 0.474 百 0.474 泉 0.474 葉 0.408 宿 0.401
男 勇 0.775 番 0.408 思 0.408 勲 0.365 苗 0.333 脅 0.333 胃 0.333 架 0.333 審 0.333 宙 0.333
鼻 臭 0.671 息 0.671 夏 0.548 首 0.474 憩 0.474 憂 0.474 算 0.447 窮 0.447 省 0.447 昇 0.447
為 飛 0.333 血 0.333 自 0.333 白 0.333 少 0.333 升 0.333 久 0.333 身 0.289 朱 0.258 失 0.258
尽 昼 0.707 尿 0.408 尾 0.408 届 0.333 尼 0.333 図 0.333 勺 0.333 刃 0.333 凡 0.333 屈 0.289
顕 順 0.684 煩 0.684 類 0.667 頒 0.640 項 0.640 頂 0.640 願 0.636 頭 0.636 顔 0.609 頼 0.603
委 香 0.750 秀 0.750 季 0.750 菌 0.671 愁 0.671 森 0.500 案 0.500 妥 0.408 奥 0.408 楽 0.378
敗 財 0.750 則 0.750 賊 0.671 測 0.671 損 0.671 慣 0.671 側 0.671 販 0.612 漬 0.612 債 0.612
襟 称 0.668 標 0.625 裸 0.577 尉 0.577 款 0.535 初 0.530 漂 0.500 隷 0.490 秒 0.474 株 0.474
獣 獄 0.544 禅 0.504 戦 0.504 弾 0.504 伏 0.500 福 0.447 状 0.447 桜 0.447 幅 0.447 副 0.447
健 律 0.875 津 0.802 浄 0.589 郡 0.535 静 0.533 糖 0.510 隷 0.490 群 0.471 征 0.433 任 0.433
鯨 漁 0.680 涼 0.596 鮮 0.589 影 0.504 就 0.504 触 0.422 別 0.385 絶 0.354 鳴 0.333 解 0.333
旬 日 0.577 間 0.408 暦 0.333 句 0.333 厚 0.333 包 0.333 勺 0.333 退 0.289 迫 0.289 連 0.258
乱 話 0.800 活 0.800 括 0.800 呼 0.671 辞 0.596 計 0.516 読 0.447 枯 0.447 故 0.447 挿 0.447
述 迅 0.516 連 0.400 運 0.365 造 0.365 迭 0.365 遺 0.338 遠 0.338 達 0.338 週 0.338 逓 0.338
歳 感 0.617 茂 0.567 示 0.567 禁 0.507 蔵 0.463 宗 0.463 票 0.429 慰 0.429 崇 0.429 祭 0.378
長 髪 0.471 喪 0.408 辱 0.316 懇 0.316 唇 0.316 食 0.267 農 0.267 節 0.267 墾 0.267 震 0.250
零 令 0.667 雷 0.596 雪 0.596 霊 0.589 震 0.589 需 0.544 雲 0.544 霜 0.504 電 0.504 雰 0.504
特 時 0.772 持 0.772 侍 0.772 詩 0.714 封 0.676 待 0.668 社 0.567 吐 0.567 佳 0.567 仕 0.567
司 可 0.894 局 0.800 后 0.447 同 0.447 造 0.365 虞 0.365 痘 0.365 斤 0.365 庁 0.365 周 0.365
要 覇 0.567 票 0.567 覆 0.500 薦 0.500 言 0.354 品 0.354 呈 0.354 台 0.354 召 0.354 足 0.289
斉 文 0.775 斎 0.424 隻 0.316 衣 0.258 盲 0.258 支 0.258 怒 0.258 忘 0.258 市 0.258 妄 0.258
序 庁 0.816 底 0.596 庭 0.556 唐 0.556 斤 0.544 近 0.504 匠 0.504 康 0.503 応 0.500 床 0.500
崎 騎 0.772 河 0.730 歌 0.730 何 0.730 詞 0.667 嗣 0.667 伺 0.667 飼 0.577 訂 0.548 誇 0.463
逐 遂 0.632 進 0.500 逃 0.500 込 0.500 辺 0.500 迅 0.408 巡 0.408 過 0.354 遊 0.354 速 0.354
涙 炉 0.612 偏 0.500 漏 0.471 決 0.471 所 0.433 編 0.408 泥 0.408 沢 0.408 顧 0.387 潜 0.365
会 芸 0.671 雲 0.548 曇 0.507 余 0.447 二 0.447 発 0.338 弁 0.316 塗 0.316 台 0.316 企 0.316
嬢 醸 0.889 譲 0.843 壌 0.804 郊 0.408 校 0.408 接 0.408 娯 0.408 効 0.408 赦 0.354 賠 0.354
皇 習 0.750 皆 0.671 百 0.671 泉 0.671 楽 0.567 宿 0.567 薬 0.530 香 0.500 晶 0.500 昇 0.500
焦 集 0.408 隻 0.408 無 0.333 準 0.333 篤 0.289 照 0.289 奮 0.289 奪 0.289 魚 0.258 雇 0.258
被 彼 0.667 波 0.612 披 0.612 初 0.612 破 0.548 複 0.500 裸 0.500 裕 0.463 襟 0.433 褐 0.433
皿 血 0.577 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麦 0.000 麗 0.000
血 皿 0.577 飛 0.333 自 0.333 白 0.333 為 0.333 少 0.333 升 0.333 久 0.333 身 0.289 朱 0.258
賃 貸 0.596 賓 0.589 貝 0.577 賛 0.544 貨 0.544 費 0.504 真 0.504 買 0.500 貫 0.500 貢 0.500
迅 逓 0.655 遮 0.612 返 0.577 圧 0.577 連 0.516 述 0.516 運 0.471 造 0.471 迭 0.471 盾 0.471
金 全 0.775 羊 0.516 美 0.447 養 0.424 琴 0.400 業 0.365 善 0.365 義 0.338 益 0.338 窯 0.316
卒 傘 0.671 辛 0.365 赤 0.338 裏 0.338 宰 0.338 装 0.316 章 0.316 率 0.316 幸 0.316 童 0.298
閑 間 0.500 閉 0.500 聞 0.500 困 0.500 問 0.500 閥 0.408 歴 0.408 栽 0.408 暦 0.408 閣 0.354
勧 歓 0.900 権 0.900 観 0.789 知 0.717 族 0.671 侯 0.671 疑 0.632 候 0.632 矯 0.600 擬 0.600
周 週 0.926 造 0.667 遠 0.617 超 0.617 圧 0.612 園 0.577 在 0.548 起 0.500 赴 0.500 老 0.500
坪 封 0.676 坊 0.676 地 0.676 増 0.668 培 0.668 塀 0.630 掛 0.617 塚 0.617 堤 0.617 埋 0.617
浮 乳 0.802 渓 0.756 隠 0.668 採 0.668 彩 0.668 将 0.668 穏 0.630 瞬 0.630 揺 0.630 授 0.630
晴 清 0.750 情 0.750 明 0.707 請 0.671 精 0.612 脂 0.577 輸 0.500 腹 0.500 能 0.500 胆 0.500
店 后 0.447 磨 0.338 石 0.316 問 0.316 慶 0.298 唐 0.298 迅 0.258 皮 0.258 灰 0.258 民 0.258
狭 挟 0.833 峡 0.833 扶 0.612 潜 0.548 鉄 0.492 規 0.463 秩 0.463 献 0.433 嘆 0.433 難 0.408
妙 抄 0.750 秒 0.671 砂 0.671 渉 0.612 小 0.500 頻 0.474 桜 0.447 妊 0.408 称 0.378 源 0.378
隔 融 0.858 訂 0.566 喚 0.527 陸 0.478 町 0.474 灯 0.474 打 0.474 陵 0.447 競 0.447 停 0.447
託 談 0.667 語 0.667 詔 0.667 詐 0.667 訪 0.667 記 0.667 訓 0.667 討 0.667 計 0.667 信 0.667
視 現 0.730 規 0.676 礼 0.632 祝 0.600 親 0.596 観 0.496 祖 0.447 頑 0.424 深 0.400 況 0.400
抜 援 0.632 投 0.577 搬 0.500 披 0.500 技 0.500 暖 0.474 撮 0.447 緩 0.433 捜 0.408 推 0.354
星 晶 0.707 是 0.500 旨 0.500 冒 0.500 盟 0.408 昆 0.408 早 0.408 宴 0.408 香 0.354 草 0.354
客 各 0.866 落 0.671 害 0.577 宮 0.500 富 0.447 容 0.447 露 0.433 寄 0.408 官 0.408 言 0.354
説 脱 0.857 悦 0.857 税 0.756 鋭 0.684 祝 0.676 況 0.676 競 0.668 詳 0.507 評 0.507 読 0.504
港 洪 0.926 供 0.772 殿 0.668 満 0.507 措 0.507 惜 0.507 借 0.507 爆 0.504 散 0.463 沿 0.436
脱 説 0.857 悦 0.857 税 0.756 鋭 0.684 祝 0.676 況 0.676 競 0.668 唆 0.463 胎 0.436 膨 0.401
掲 渇 0.833 喝 0.833 謁 0.772 褐 0.722 指 0.707 揚 0.500 脂 0.471 提 0.471 批 0.471 混 0.408
暴 昔 0.707 典 0.632 共 0.632 異 0.535 恭 0.535 具 0.530 翼 0.500 呉 0.474 籍 0.447 黄 0.401
紹 繰 0.772 絹 0.772 絡 0.772 紛 0.772 潔 0.772 維 0.730 紺 0.730 細 0.730 紡 0.730 紙 0.730
岸 炭 0.577 缶 0.516 芋 0.408 崩 0.408 岳 0.408 宇 0.408 岩 0.333 午 0.333 茂 0.289 奉 0.289
疾 痴 0.935 医 0.857 関 0.504 送 0.504 弐 0.436 痢 0.338 迭 0.309 療 0.309 病 0.286 囚 0.267
艇 妊 0.772 任 0.772 睡 0.668 郵 0.630 錘 0.524 酷 0.463 域 0.429 酵 0.401 都 0.401 教 0.401
嫌 謙 0.825 隊 0.474 瓶 0.433 滋 0.433 接 0.433 娯 0.433 併 0.433 頭 0.426 糖 0.408 磁 0.401
姻 姓 0.354 妨 0.354 妃 0.354 如 0.354 好 0.354 奴 0.354 決 0.289 快 0.289 婚 0.289 姫 0.289
発 元 0.756 完 0.617 冠 0.617 見 0.378 兄 0.378 余 0.378 二 0.378 突 0.338 空 0.338 究 0.338
牧 牲 0.667 物 0.577 特 0.436 枚 0.408 放 0.408 改 0.408 件 0.408 犠 0.385 攻 0.333 制 0.333
処 疫 0.408 凡 0.408 閣 0.354 履 0.267 慶 0.236 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000
湯 陽 0.833 腸 0.833 揚 0.833 傷 0.772 場 0.722 汚 0.548 渇 0.500 殉 0.500 温 0.471 賜 0.463
惰 情 0.612 佐 0.612 随 0.500 愉 0.500 賄 0.463 髄 0.433 能 0.408 清 0.408 晴 0.408 怖 0.408
更 甲 0.577 車 0.500 申 0.500 東 0.500 丈 0.500 由 0.354 曲 0.354 白 0.289 果 0.289 里 0.224
絹 紹 0.772 繰 0.714 絡 0.714 維 0.676 紺 0.676 細 0.676 紡 0.676 紙 0.676 純 0.676 紅 0.676
糸 累 0.894 素 0.894 羅 0.816 系 0.816 緊 0.756 紫 0.756 繭 0.707 繁 0.707 索 0.707 懸 0.632
鋼 剛 0.740 銅 0.702 鉢 0.647 鈴 0.647 綱 0.641 銭 0.629 鈍 0.629 針 0.629 錯 0.614 鉛 0.588
訂 詞 0.730 訴 0.707 町 0.671 灯 0.671 打 0.671 誠 0.632 停 0.632 詰 0.600 証 0.600 河 0.600
導 首 0.894 夏 0.645 憂 0.559 寡 0.527 臭 0.474 息 0.474 鼻 0.424 豆 0.424 慈 0.387 喜 0.387
傑 休 0.707 隣 0.612 移 0.500 林 0.500 保 0.500 体 0.500 例 0.447 液 0.408 偉 0.408 殊 0.378
間 日 0.707 閑 0.500 閉 0.500 聞 0.500 問 0.500 閥 0.408 暦 0.408 旬 0.408 厚 0.408 閣 0.354
芝 乏 0.866 菌 0.447 荒 0.447 蓄 0.378 妻 0.378 薬 0.354 著 0.354 菜 0.354 芽 0.354 芳 0.354
用 通 0.667 痛 0.667 庸 0.555 膚 0.500 田 0.500 月 0.500 庫 0.378 魔 0.302 慮 0.289 届 0.289
読 詰 0.745 続 0.704 誌 0.680 吐 0.667 陸 0.630 調 0.630 詩 0.630 陵 0.589 計 0.577 諸 0.556
侯 候 0.943 知 0.802 族 0.750 疑 0.707 矯 0.671 歓 0.671 権 0.671 擬 0.671 勧 0.671 凝 0.671
朴 林 0.707 粘 0.535 棚 0.500 桟 0.500 桃 0.500 枚 0.500 村 0.500 材 0.500 杉 0.500 机 0.500
裁 遠 0.571 載 0.571 越 0.571 圧 0.567 園 0.535 在 0.507 造 0.463 起 0.463 赴 0.463 老 0.463
滅 減 0.833 憾 0.617 淡 0.577 涯 0.548 臓 0.463 濃 0.433 炉 0.408 灯 0.408 波 0.408 浜 0.387
轄 陣 0.676 軸 0.676 軟 0.676 軒 0.676 軌 0.676 軽 0.571 転 0.571 揮 0.571 割 0.567 輪 0.535
始 如 0.816 胎 0.667 治 0.667 独 0.577 強 0.577 訟 0.516 蛇 0.516 腰 0.516 嘱 0.516 騒 0.471
児 見 0.447 晶 0.447 兄 0.447 元 0.447 突 0.400 空 0.400 究 0.400 克 0.400 鬼 0.365 窓 0.365
拝 肝 0.408 汗 0.408 推 0.408 挑 0.408 把 0.408 払 0.408 刊 0.408 携 0.333 提 0.333 指 0.333
捜 神 0.730 伸 0.730 押 0.612 紳 0.577 撮 0.548 旧 0.471 提 0.471 指 0.471 抽 0.471 投 0.471
巣 栄 0.667 単 0.667 菓 0.612 菜 0.577 学 0.500 妥 0.500 労 0.500 当 0.471 誉 0.433 蛍 0.433
陪 部 1.000 剖 0.833 倍 0.833 泣 0.730 暗 0.730 位 0.730 賠 0.722 識 0.722 競 0.722 培 0.722
諭 愉 0.772 請 0.676 輸 0.630 論 0.617 創 0.617 剣 0.617 舗 0.598 謄 0.567 診 0.567 吟 0.567
濯 曜 0.667 浸 0.577 津 0.436 雅 0.408 酒 0.408 躍 0.408 淡 0.408 浅 0.408 汽 0.408 池 0.408
慰 示 0.756 禁 0.676 宗 0.617 票 0.571 崇 0.571 祭 0.504 斎 0.478 察 0.478 戸 0.436 歳 0.429
窒 室 0.816 至 0.745 窓 0.680 売 0.630 突 0.596 空 0.596 究 0.596 去 0.596 先 0.589 窃 0.544
響 音 0.674 意 0.615 立 0.603 翌 0.539 章 0.533 辛 0.492 慈 0.492 節 0.456 竜 0.456 帝 0.456
清 晴 0.750 情 0.750 請 0.671 精 0.612 滑 0.612 消 0.612 浦 0.612 能 0.500 婿 0.500 静 0.452
澄 滋 0.544 鼓 0.527 樹 0.527 磁 0.504 頭 0.503 短 0.503 吟 0.500 膨 0.471 隊 0.447 浴 0.447
指 掲 0.707 脂 0.667 提 0.667 批 0.667 混 0.577 拍 0.577 担 0.577 押 0.577 撮 0.516 措 0.516
蚊 騒 0.667 紋 0.617 独 0.612 強 0.612 蛇 0.548 済 0.500 剤 0.500 胎 0.471 治 0.471 始 0.471
完 元 0.816 冠 0.667 発 0.617 突 0.548 空 0.548 究 0.548 窓 0.500 窃 0.500 寛 0.500 窯 0.433
式 弐 0.289 左 0.289 武 0.250 差 0.189 厳 0.177 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000
愛 受 0.750 妥 0.722 菜 0.625 営 0.625 奨 0.589 栄 0.577 学 0.577 労 0.577 爵 0.533 蛍 0.500
期 欺 0.833 棋 0.833 旗 0.772 誤 0.500 娯 0.500 慎 0.433 胆 0.408 爆 0.408 胴 0.365 鎮 0.340
帥 師 0.926 棺 0.617 館 0.544 和 0.408 許 0.365 程 0.365 砂 0.365 幅 0.365 酷 0.333 誘 0.333
群 郡 0.756 詳 0.596 糖 0.577 繕 0.527 津 0.504 祥 0.500 洋 0.500 律 0.471 健 0.471 程 0.447
邦 邸 0.516 陰 0.507 郡 0.507 都 0.474 誠 0.474 阻 0.447 郵 0.447 城 0.447 頑 0.424 短 0.405
設 護 0.671 談 0.577 語 0.577 詔 0.577 詐 0.577 訪 0.577 記 0.577 託 0.577 訓 0.577 討 0.577
伯 舶 0.750 泊 0.750 拍 0.750 階 0.612 的 0.612 激 0.612 復 0.612 縮 0.603 源 0.567 得 0.567
久 入 0.577 飛 0.333 血 0.333 自 0.333 白 0.333 為 0.333 少 0.333 升 0.333 身 0.289 朱 0.258
胆 担 0.750 但 0.750 明 0.707 恒 0.671 腸 0.612 脂 0.577 得 0.567 垣 0.567 輸 0.500 腹 0.500
葉 菓 0.577 森 0.577 藻 0.516 菌 0.516 菊 0.516 茶 0.516 集 0.408 薬 0.408 菜 0.408 芽 0.408
積 漬 0.722 債 0.722 頼 0.589 績 0.589 租 0.577 類 0.559 瀬 0.559 順 0.535 煩 0.535 財 0.530
富 寄 0.548 審 0.516 害 0.516 宙 0.516 恵 0.447 宮 0.447 客 0.447 命 0.447 含 0.447 吉 0.447
啓 戸 0.775 扇 0.671 房 0.671 雇 0.600 肩 0.600 戻 0.600 倉 0.600 扉 0.548 整 0.507 命 0.447
菜 妥 0.722 愛 0.625 受 0.625 奨 0.589 栄 0.577 巣 0.577 爵 0.533 営 0.500 菌 0.474 学 0.433
束 木 0.577 口 0.577 西 0.408 史 0.408 虫 0.333 米 0.333 果 0.333 本 0.333 末 0.333 未 0.333
雪 雷 0.800 需 0.730 雲 0.730 霜 0.676 電 0.676 雰 0.676 曇 0.676 霧 0.632 霊 0.632 震 0.632
災 炎 0.577 炭 0.289 荒 0.258 愁 0.258 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000
建 逮 0.630 唐 0.630 君 0.617 康 0.570 庸 0.524 廷 0.463 庭 0.378 延 0.338 造 0.309 老 0.309
言 罰 0.707 警 0.577 誉 0.500 品 0.500 呈 0.500 台 0.500 召 0.500 誓 0.471 足 0.408 衷 0.408
超 起 0.772 赴 0.772 越 0.714 趣 0.668 造 0.617 周 0.617 遠 0.571 週 0.571 圧 0.567 園 0.535
禍 渦 0.750 胴 0.447 福 0.447 祝 0.447 洞 0.447 嘱 0.447 裕 0.378 稿 0.378 橋 0.378 祉 0.354
儒 仁 0.535 侵 0.378 伝 0.378 伴 0.338 徐 0.286 耐 0.267 傍 0.267 停 0.267 侯 0.267 作 0.267
丘 丁 0.655 事 0.378 一 0.378 威 0.338 成 0.309 互 0.267 正 0.218 本 0.218 末 0.218 未 0.218
管 官 0.866 宮 0.707 答 0.433 筒 0.433 笑 0.433 害 0.408 箇 0.401 筆 0.375 営 0.375 簡 0.354
娠 振 0.800 濃 0.632 妹 0.447 涯 0.400 滅 0.365 減 0.365 接 0.365 娯 0.365 娘 0.365 妊 0.365
夢 葬 0.617 烈 0.548 裂 0.463 昔 0.408 憲 0.408 多 0.408 畳 0.365 壱 0.365 写 0.365 共 0.365
貯 頂 0.802 預 0.717 額 0.598 順 0.571 賦 0.571 煩 0.571 財 0.567 町 0.567 灯 0.567 敗 0.567
徹 撤 0.756 後 0.544 徴 0.504 能 0.500 微 0.471 仏 0.471 役 0.447 流 0.408 散 0.408 復 0.408
常 堂 0.668 党 0.668 賞 0.630 掌 0.630 尚 0.567 蛍 0.535 営 0.535 栄 0.463 学 0.463 労 0.463
紺 維 0.800 細 0.800 紡 0.800 紙 0.800 純 0.800 紅 0.800 紀 0.800 糾 0.800 縁 0.730 紹 0.730
淡 滅 0.577 酒 0.500 畑 0.500 炊 0.500 浅 0.500 汽 0.500 池 0.500 江 0.500 汗 0.500 汁 0.500
立 音 0.894 翌 0.894 辛 0.816 意 0.816 竜 0.756 帝 0.756 宰 0.756 襲 0.707 章 0.707 幸 0.707
題 遺 0.401 者 0.401 道 0.354 迫 0.354 目 0.354 日 0.354 看 0.316 直 0.316 遭 0.289 造 0.289
形 刑 0.750 研 0.671 瓶 0.408 併 0.408 彫 0.378 膨 0.354 杉 0.354 彰 0.333 塀 0.333 顔 0.289
招 拐 1.000 詔 0.667 沼 0.667 昭 0.667 拓 0.667 操 0.577 拘 0.577 拒 0.577 損 0.516 拾 0.516
寡 夏 0.680 具 0.667 首 0.589 賓 0.589 憂 0.589 導 0.527 真 0.504 寒 0.504 臭 0.500 息 0.500
工 再 0.354 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麦 0.000 麗 0.000
層 届 0.516 田 0.447 日 0.447 遅 0.400 連 0.400 運 0.365 昼 0.365 載 0.338 庫 0.338 履 0.338
僧 憎 0.800 贈 0.676 増 0.632 便 0.600 伸 0.600 億 0.507 棟 0.447 押 0.447 岬 0.447 但 0.447
器 英 0.577 奮 0.577 奪 0.577 奔 0.577 奇 0.516 参 0.516 笑 0.471 寮 0.471 寄 0.471 言 0.408
番 審 0.816 藩 0.707 思 0.500 苗 0.408 胃 0.408 男 0.408 宙 0.408 菓 0.354 笛 0.354 恵 0.354
潮 朝 0.913 幹 0.667 乾 0.667 汁 0.577 明 0.577 潜 0.548 湖 0.548 浦 0.500 脂 0.471 温 0.471
幸 辛 0.866 宰 0.802 壁 0.783 童 0.707 立 0.707 音 0.632 翌 0.632 章 0.625 意 0.577 喜 0.577
謁 喝 0.926 渇 0.772 掲 0.772 褐 0.668 唱 0.535 談 0.436 語 0.436 詔 0.436 詐 0.436 訪 0.436
七 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麦 0.000 麗 0.000 鶏 0.000
概 既 0.926 慨 0.857 根 0.756 即 0.676 郷 0.571 限 0.567 眼 0.567 恨 0.567 浪 0.463 娘 0.463
有 膚 0.500 月 0.500 癒 0.378 通 0.333 痛 0.333 布 0.289 左 0.289 存 0.289 右 0.289 友 0.289
